<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.04.22	17:31:00	1.06399	1.06411	1.06398	1.06410	106	0	6
2024.04.22	17:32:00	1.06410	1.06424	1.06409	1.06419	90	0	6
2024.04.22	17:33:00	1.06420	1.06422	1.06411	1.06412	103	0	6
2024.04.22	17:34:00	1.06411	1.06411	1.06392	1.06393	144	0	6
2024.04.22	17:35:00	1.06393	1.06401	1.06392	1.06397	76	0	6
2024.04.22	17:36:00	1.06397	1.06403	1.06393	1.06397	73	0	6
2024.04.22	17:37:00	1.06397	1.06412	1.06397	1.06412	82	0	6
2024.04.22	17:38:00	1.06412	1.06417	1.06408	1.06415	115	0	6
2024.04.22	17:39:00	1.06415	1.06427	1.06412	1.06425	76	0	6
2024.04.22	17:40:00	1.06424	1.06439	1.06421	1.06422	135	0	6
2024.04.22	17:41:00	1.06423	1.06428	1.06414	1.06427	93	0	6
2024.04.22	17:42:00	1.06427	1.06428	1.06421	1.06423	96	0	6
2024.04.22	17:43:00	1.06424	1.06430	1.06422	1.06430	91	0	6
2024.04.22	17:44:00	1.06430	1.06431	1.06428	1.06429	39	0	6
2024.04.22	17:45:00	1.06429	1.06449	1.06428	1.06442	67	0	6
2024.04.22	17:46:00	1.06443	1.06459	1.06442	1.06458	75	0	6
2024.04.22	17:47:00	1.06458	1.06474	1.06455	1.06464	125	0	6
2024.04.22	17:48:00	1.06464	1.06473	1.06458	1.06469	122	0	6
2024.04.22	17:49:00	1.06469	1.06473	1.06457	1.06472	115	0	6
2024.04.22	17:50:00	1.06471	1.06478	1.06454	1.06457	126	0	6
2024.04.22	17:51:00	1.06456	1.06472	1.06456	1.06470	180	0	6
2024.04.22	17:52:00	1.06471	1.06477	1.06466	1.06467	102	0	6
2024.04.22	17:53:00	1.06466	1.06472	1.06461	1.06467	115	0	6
2024.04.22	17:54:00	1.06467	1.06473	1.06464	1.06468	96	0	6
2024.04.22	17:55:00	1.06468	1.06470	1.06446	1.06449	96	0	6
2024.04.22	17:56:00	1.06449	1.06451	1.06440	1.06441	76	0	6
2024.04.22	17:57:00	1.06441	1.06463	1.06441	1.06457	93	0	6
2024.04.22	17:58:00	1.06457	1.06457	1.06449	1.06449	108	0	6
2024.04.22	17:59:00	1.06447	1.06453	1.06446	1.06451	74	0	6
2024.04.22	18:00:00	1.06450	1.06450	1.06444	1.06444	50	0	6
2024.04.22	18:01:00	1.06444	1.06446	1.06440	1.06442	62	0	6
2024.04.22	18:02:00	1.06439	1.06442	1.06429	1.06440	129	0	6
2024.04.22	18:03:00	1.06440	1.06450	1.06440	1.06447	92	0	6
2024.04.22	18:04:00	1.06447	1.06448	1.06440	1.06444	54	0	6
2024.04.22	18:05:00	1.06445	1.06450	1.06440	1.06448	69	0	6
2024.04.22	18:06:00	1.06448	1.06451	1.06444	1.06444	57	0	6
2024.04.22	18:07:00	1.06444	1.06446	1.06427	1.06439	95	0	6
2024.04.22	18:08:00	1.06438	1.06441	1.06430	1.06430	49	0	6
2024.04.22	18:09:00	1.06430	1.06431	1.06422	1.06428	44	0	6
2024.04.22	18:10:00	1.06429	1.06430	1.06416	1.06420	43	0	6
2024.04.22	18:11:00	1.06420	1.06422	1.06417	1.06421	32	0	6
2024.04.22	18:12:00	1.06420	1.06430	1.06420	1.06420	50	0	6
2024.04.22	18:13:00	1.06420	1.06426	1.06415	1.06425	43	0	6
2024.04.22	18:14:00	1.06425	1.06430	1.06409	1.06410	49	0	6
2024.04.22	18:15:00	1.06410	1.06426	1.06410	1.06416	124	0	6
2024.04.22	18:16:00	1.06417	1.06424	1.06415	1.06423	77	0	6
2024.04.22	18:17:00	1.06423	1.06429	1.06423	1.06428	43	0	6
2024.04.22	18:18:00	1.06428	1.06428	1.06415	1.06415	71	0	6
2024.04.22	18:19:00	1.06415	1.06415	1.06408	1.06409	49	0	6
2024.04.22	18:20:00	1.06410	1.06417	1.06408	1.06417	49	0	6
2024.04.22	18:21:00	1.06417	1.06420	1.06414	1.06414	74	0	6
2024.04.22	18:22:00	1.06415	1.06416	1.06407	1.06409	82	0	6
2024.04.22	18:23:00	1.06408	1.06418	1.06406	1.06418	68	0	6
2024.04.22	18:24:00	1.06418	1.06439	1.06418	1.06436	76	0	6
2024.04.22	18:25:00	1.06437	1.06443	1.06431	1.06442	57	0	6
2024.04.22	18:26:00	1.06442	1.06448	1.06442	1.06444	60	0	6
2024.04.22	18:27:00	1.06444	1.06449	1.06441	1.06442	52	0	6
2024.04.22	18:28:00	1.06442	1.06446	1.06438	1.06438	64	0	6
2024.04.22	18:29:00	1.06439	1.06449	1.06434	1.06447	74	0	6
2024.04.22	18:30:00	1.06447	1.06458	1.06440	1.06447	83	0	6
2024.04.22	18:31:00	1.06448	1.06451	1.06436	1.06439	68	0	6
2024.04.22	18:32:00	1.06438	1.06441	1.06424	1.06425	62	0	6
2024.04.22	18:33:00	1.06425	1.06440	1.06425	1.06440	111	0	6
2024.04.22	18:34:00	1.06440	1.06442	1.06426	1.06430	63	0	6
2024.04.22	18:35:00	1.06429	1.06436	1.06415	1.06416	77	0	6
2024.04.22	18:36:00	1.06416	1.06431	1.06410	1.06431	54	0	6
2024.04.22	18:37:00	1.06432	1.06454	1.06432	1.06454	61	0	6
2024.04.22	18:38:00	1.06454	1.06455	1.06439	1.06440	51	0	6
2024.04.22	18:39:00	1.06440	1.06443	1.06440	1.06440	32	0	6
2024.04.22	18:40:00	1.06440	1.06442	1.06435	1.06438	52	0	6
2024.04.22	18:41:00	1.06437	1.06437	1.06434	1.06436	48	0	6
2024.04.22	18:42:00	1.06435	1.06445	1.06435	1.06441	51	0	6
2024.04.22	18:43:00	1.06442	1.06450	1.06433	1.06450	43	0	6
2024.04.22	18:44:00	1.06449	1.06452	1.06446	1.06448	31	0	6
2024.04.22	18:45:00	1.06448	1.06453	1.06436	1.06436	60	0	6
2024.04.22	18:46:00	1.06436	1.06445	1.06436	1.06437	50	0	6
2024.04.22	18:47:00	1.06436	1.06437	1.06428	1.06433	59	0	6
2024.04.22	18:48:00	1.06435	1.06440	1.06433	1.06439	26	0	6
2024.04.22	18:49:00	1.06440	1.06443	1.06438	1.06443	47	0	6
2024.04.22	18:50:00	1.06443	1.06452	1.06440	1.06451	36	0	6
2024.04.22	18:51:00	1.06451	1.06465	1.06450	1.06464	27	0	6
2024.04.22	18:52:00	1.06463	1.06474	1.06463	1.06473	87	0	6
2024.04.22	18:53:00	1.06474	1.06474	1.06472	1.06474	38	0	6
2024.04.22	18:54:00	1.06474	1.06479	1.06470	1.06470	35	0	6
2024.04.22	18:55:00	1.06470	1.06479	1.06470	1.06478	32	0	6
2024.04.22	18:56:00	1.06479	1.06481	1.06469	1.06477	59	0	6
2024.04.22	18:57:00	1.06477	1.06479	1.06473	1.06478	42	0	6
2024.04.22	18:58:00	1.06478	1.06480	1.06473	1.06474	26	0	6
2024.04.22	18:59:00	1.06474	1.06474	1.06468	1.06471	31	0	6
2024.04.22	19:00:00	1.06471	1.06489	1.06471	1.06489	68	0	6
2024.04.22	19:01:00	1.06489	1.06490	1.06479	1.06485	34	0	6
2024.04.22	19:02:00	1.06485	1.06490	1.06483	1.06489	26	0	6
2024.04.22	19:03:00	1.06489	1.06491	1.06478	1.06483	46	0	6
2024.04.22	19:04:00	1.06483	1.06487	1.06476	1.06476	45	0	6
2024.04.22	19:05:00	1.06476	1.06480	1.06474	1.06477	50	0	6
2024.04.22	19:06:00	1.06479	1.06479	1.06474	1.06474	20	0	6
2024.04.22	19:07:00	1.06474	1.06478	1.06473	1.06476	48	0	6
2024.04.22	19:08:00	1.06476	1.06479	1.06471	1.06478	36	0	6
2024.04.22	19:09:00	1.06478	1.06478	1.06469	1.06471	31	0	6
2024.04.22	19:10:00	1.06471	1.06473	1.06471	1.06472	23	0	6
2024.04.22	19:11:00	1.06472	1.06473	1.06471	1.06472	23	0	6
2024.04.22	19:12:00	1.06472	1.06478	1.06470	1.06477	59	0	6
2024.04.22	19:13:00	1.06478	1.06482	1.06476	1.06482	22	0	6
2024.04.22	19:14:00	1.06481	1.06488	1.06481	1.06483	28	0	6
2024.04.22	19:15:00	1.06483	1.06491	1.06482	1.06490	40	0	6
2024.04.22	19:16:00	1.06490	1.06491	1.06487	1.06489	33	0	6
2024.04.22	19:17:00	1.06489	1.06497	1.06488	1.06495	37	0	6
2024.04.22	19:18:00	1.06495	1.06500	1.06494	1.06499	39	0	6
2024.04.22	19:19:00	1.06499	1.06506	1.06496	1.06500	34	0	6
2024.04.22	19:20:00	1.06499	1.06500	1.06496	1.06500	32	0	6
2024.04.22	19:21:00	1.06501	1.06508	1.06500	1.06505	54	0	6
2024.04.22	19:22:00	1.06504	1.06510	1.06499	1.06499	59	0	6
2024.04.22	19:23:00	1.06499	1.06500	1.06490	1.06497	37	0	6
2024.04.22	19:24:00	1.06498	1.06499	1.06488	1.06489	36	0	6
2024.04.22	19:25:00	1.06489	1.06499	1.06489	1.06498	39	0	6
2024.04.22	19:26:00	1.06499	1.06505	1.06498	1.06504	32	0	6
2024.04.22	19:27:00	1.06504	1.06504	1.06490	1.06493	37	0	6
2024.04.22	19:28:00	1.06493	1.06496	1.06493	1.06493	17	0	6
2024.04.22	19:29:00	1.06494	1.06495	1.06488	1.06495	22	0	6
2024.04.22	19:30:00	1.06495	1.06495	1.06484	1.06484	19	0	6
2024.04.22	19:31:00	1.06484	1.06487	1.06481	1.06484	23	0	6
2024.04.22	19:32:00	1.06484	1.06489	1.06483	1.06487	42	0	6
2024.04.22	19:33:00	1.06490	1.06492	1.06483	1.06484	31	0	6
2024.04.22	19:34:00	1.06484	1.06505	1.06484	1.06503	34	0	6
2024.04.22	19:35:00	1.06503	1.06509	1.06499	1.06503	36	0	6
2024.04.22	19:36:00	1.06502	1.06502	1.06495	1.06495	19	0	6
2024.04.22	19:37:00	1.06496	1.06503	1.06495	1.06501	23	0	6
2024.04.22	19:38:00	1.06500	1.06503	1.06497	1.06501	32	0	6
2024.04.22	19:39:00	1.06501	1.06501	1.06488	1.06491	51	0	6
2024.04.22	19:40:00	1.06489	1.06494	1.06476	1.06476	84	0	6
2024.04.22	19:41:00	1.06476	1.06476	1.06462	1.06465	100	0	6
2024.04.22	19:42:00	1.06464	1.06473	1.06464	1.06472	39	0	6
2024.04.22	19:43:00	1.06472	1.06472	1.06466	1.06466	38	0	6
2024.04.22	19:44:00	1.06466	1.06478	1.06466	1.06477	58	0	6
2024.04.22	19:45:00	1.06476	1.06487	1.06475	1.06476	34	0	6
2024.04.22	19:46:00	1.06476	1.06484	1.06469	1.06470	53	0	6
2024.04.22	19:47:00	1.06469	1.06475	1.06469	1.06473	47	0	6
2024.04.22	19:48:00	1.06474	1.06477	1.06471	1.06472	36	0	6
2024.04.22	19:49:00	1.06471	1.06474	1.06463	1.06466	30	0	6
2024.04.22	19:50:00	1.06464	1.06471	1.06464	1.06467	39	0	6
2024.04.22	19:51:00	1.06467	1.06472	1.06464	1.06472	17	0	6
2024.04.22	19:52:00	1.06472	1.06476	1.06471	1.06475	56	0	6
2024.04.22	19:53:00	1.06476	1.06481	1.06475	1.06476	16	0	6
2024.04.22	19:54:00	1.06477	1.06481	1.06474	1.06476	45	0	6
2024.04.22	19:55:00	1.06476	1.06487	1.06476	1.06482	23	0	6
2024.04.22	19:56:00	1.06482	1.06482	1.06474	1.06477	46	0	6
2024.04.22	19:57:00	1.06477	1.06482	1.06475	1.06481	45	0	6
2024.04.22	19:58:00	1.06480	1.06480	1.06473	1.06478	51	0	6
2024.04.22	19:59:00	1.06478	1.06490	1.06478	1.06489	41	0	6
2024.04.22	20:00:00	1.06489	1.06492	1.06485	1.06487	63	0	6
2024.04.22	20:01:00	1.06486	1.06491	1.06485	1.06485	34	0	6
2024.04.22	20:02:00	1.06485	1.06488	1.06482	1.06487	41	0	6
2024.04.22	20:03:00	1.06487	1.06500	1.06487	1.06497	46	0	6
2024.04.22	20:04:00	1.06497	1.06497	1.06489	1.06492	42	0	6
2024.04.22	20:05:00	1.06493	1.06500	1.06493	1.06496	31	0	6
2024.04.22	20:06:00	1.06496	1.06497	1.06487	1.06491	24	0	6
2024.04.22	20:07:00	1.06491	1.06508	1.06488	1.06507	35	0	6
2024.04.22	20:08:00	1.06506	1.06506	1.06503	1.06506	23	0	6
2024.04.22	20:09:00	1.06506	1.06513	1.06501	1.06513	49	0	6
2024.04.22	20:10:00	1.06513	1.06514	1.06509	1.06511	16	0	6
2024.04.22	20:11:00	1.06511	1.06519	1.06511	1.06514	49	0	6
2024.04.22	20:12:00	1.06513	1.06528	1.06513	1.06524	63	0	6
2024.04.22	20:13:00	1.06523	1.06528	1.06522	1.06522	28	0	6
2024.04.22	20:14:00	1.06522	1.06525	1.06519	1.06521	37	0	6
2024.04.22	20:15:00	1.06521	1.06523	1.06510	1.06514	73	0	6
2024.04.22	20:16:00	1.06514	1.06524	1.06514	1.06521	31	0	6
2024.04.22	20:17:00	1.06522	1.06525	1.06520	1.06524	18	0	6
2024.04.22	20:18:00	1.06523	1.06535	1.06523	1.06534	27	0	6
2024.04.22	20:19:00	1.06534	1.06534	1.06527	1.06532	18	0	6
2024.04.22	20:20:00	1.06533	1.06533	1.06528	1.06530	20	0	6
2024.04.22	20:21:00	1.06530	1.06540	1.06525	1.06539	67	0	6
2024.04.22	20:22:00	1.06539	1.06545	1.06539	1.06545	13	0	6
2024.04.22	20:23:00	1.06544	1.06546	1.06536	1.06538	27	0	6
2024.04.22	20:24:00	1.06537	1.06542	1.06527	1.06542	38	0	6
2024.04.22	20:25:00	1.06542	1.06547	1.06542	1.06544	25	0	6
2024.04.22	20:26:00	1.06544	1.06544	1.06542	1.06544	27	0	6
2024.04.22	20:27:00	1.06543	1.06551	1.06539	1.06539	42	0	6
2024.04.22	20:28:00	1.06538	1.06540	1.06530	1.06533	25	0	6
2024.04.22	20:29:00	1.06533	1.06543	1.06533	1.06541	31	0	6
2024.04.22	20:30:00	1.06541	1.06542	1.06536	1.06536	37	0	6
2024.04.22	20:31:00	1.06536	1.06538	1.06529	1.06535	46	0	6
2024.04.22	20:32:00	1.06534	1.06534	1.06527	1.06534	39	0	6
2024.04.22	20:33:00	1.06534	1.06534	1.06532	1.06533	14	0	6
2024.04.22	20:34:00	1.06533	1.06533	1.06528	1.06530	25	0	6
2024.04.22	20:35:00	1.06530	1.06533	1.06529	1.06533	17	0	6
2024.04.22	20:36:00	1.06533	1.06536	1.06523	1.06527	48	0	6
2024.04.22	20:37:00	1.06526	1.06530	1.06526	1.06528	25	0	6
2024.04.22	20:38:00	1.06530	1.06533	1.06528	1.06528	28	0	6
2024.04.22	20:39:00	1.06528	1.06532	1.06525	1.06530	42	0	6
2024.04.22	20:40:00	1.06530	1.06531	1.06529	1.06529	39	0	6
2024.04.22	20:41:00	1.06529	1.06533	1.06528	1.06529	21	0	6
2024.04.22	20:42:00	1.06529	1.06531	1.06527	1.06529	16	0	6
2024.04.22	20:43:00	1.06529	1.06534	1.06528	1.06533	15	0	6
2024.04.22	20:44:00	1.06534	1.06534	1.06532	1.06532	5	0	6
2024.04.22	20:45:00	1.06533	1.06540	1.06532	1.06537	23	0	6
2024.04.22	20:46:00	1.06538	1.06542	1.06537	1.06537	33	0	6
2024.04.22	20:47:00	1.06538	1.06547	1.06537	1.06543	32	0	6
2024.04.22	20:48:00	1.06544	1.06564	1.06544	1.06561	46	0	6
2024.04.22	20:49:00	1.06561	1.06563	1.06560	1.06563	27	0	6
2024.04.22	20:50:00	1.06563	1.06564	1.06562	1.06564	43	0	6
2024.04.22	20:51:00	1.06564	1.06568	1.06562	1.06563	28	0	6
2024.04.22	20:52:00	1.06563	1.06569	1.06563	1.06564	40	0	6
2024.04.22	20:53:00	1.06564	1.06569	1.06561	1.06563	39	0	6
2024.04.22	20:54:00	1.06564	1.06567	1.06562	1.06563	24	0	6
2024.04.22	20:55:00	1.06562	1.06563	1.06549	1.06549	82	0	6
2024.04.22	20:56:00	1.06550	1.06555	1.06549	1.06553	59	0	6
2024.04.22	20:57:00	1.06553	1.06569	1.06553	1.06564	45	0	6
2024.04.22	20:58:00	1.06564	1.06579	1.06564	1.06574	41	0	6
2024.04.22	20:59:00	1.06574	1.06576	1.06573	1.06574	31	0	6
2024.04.22	21:00:00	1.06574	1.06575	1.06564	1.06568	38	0	6
2024.04.22	21:01:00	1.06568	1.06572	1.06568	1.06569	17	0	6
2024.04.22	21:02:00	1.06568	1.06570	1.06551	1.06555	44	0	6
2024.04.22	21:03:00	1.06554	1.06561	1.06551	1.06553	32	0	6
2024.04.22	21:04:00	1.06553	1.06556	1.06551	1.06553	16	0	6
2024.04.22	21:05:00	1.06553	1.06553	1.06542	1.06543	35	0	6
2024.04.22	21:06:00	1.06543	1.06549	1.06542	1.06549	25	0	6
2024.04.22	21:07:00	1.06549	1.06558	1.06549	1.06557	26	0	6
2024.04.22	21:08:00	1.06557	1.06564	1.06553	1.06558	37	0	6
2024.04.22	21:09:00	1.06558	1.06560	1.06557	1.06557	29	0	6
2024.04.22	21:10:00	1.06557	1.06563	1.06553	1.06563	35	0	6
2024.04.22	21:11:00	1.06563	1.06564	1.06562	1.06563	33	0	6
2024.04.22	21:12:00	1.06563	1.06565	1.06562	1.06564	28	0	6
2024.04.22	21:13:00	1.06564	1.06569	1.06562	1.06569	19	0	6
2024.04.22	21:14:00	1.06569	1.06580	1.06569	1.06578	20	0	6
2024.04.22	21:15:00	1.06579	1.06584	1.06578	1.06583	28	0	6
2024.04.22	21:16:00	1.06583	1.06589	1.06583	1.06588	20	0	6
2024.04.22	21:17:00	1.06589	1.06590	1.06588	1.06590	15	0	6
2024.04.22	21:18:00	1.06591	1.06594	1.06588	1.06589	36	0	6
2024.04.22	21:19:00	1.06590	1.06590	1.06586	1.06588	24	0	6
2024.04.22	21:20:00	1.06589	1.06589	1.06588	1.06589	10	0	6
2024.04.22	21:21:00	1.06589	1.06593	1.06589	1.06589	20	0	6
2024.04.22	21:22:00	1.06589	1.06589	1.06578	1.06582	45	0	6
2024.04.22	21:23:00	1.06582	1.06583	1.06581	1.06583	45	0	6
2024.04.22	21:24:00	1.06583	1.06590	1.06583	1.06588	38	0	6
2024.04.22	21:25:00	1.06588	1.06588	1.06581	1.06583	45	0	6
2024.04.22	21:26:00	1.06583	1.06583	1.06581	1.06583	11	0	6
2024.04.22	21:27:00	1.06583	1.06592	1.06583	1.06592	17	0	6
2024.04.22	21:28:00	1.06592	1.06592	1.06582	1.06587	34	0	6
2024.04.22	21:29:00	1.06587	1.06592	1.06584	1.06584	58	0	6
2024.04.22	21:30:00	1.06585	1.06593	1.06584	1.06592	28	0	6
2024.04.22	21:31:00	1.06593	1.06601	1.06592	1.06598	45	0	6
2024.04.22	21:32:00	1.06598	1.06604	1.06592	1.06592	39	0	6
2024.04.22	21:33:00	1.06592	1.06598	1.06587	1.06598	61	0	6
2024.04.22	21:34:00	1.06598	1.06604	1.06597	1.06602	17	0	6
2024.04.22	21:35:00	1.06602	1.06602	1.06586	1.06587	35	0	6
2024.04.22	21:36:00	1.06590	1.06594	1.06589	1.06594	30	0	6
2024.04.22	21:37:00	1.06594	1.06598	1.06591	1.06597	27	0	6
2024.04.22	21:38:00	1.06598	1.06608	1.06597	1.06607	34	0	6
2024.04.22	21:39:00	1.06605	1.06605	1.06588	1.06588	42	0	6
2024.04.22	21:40:00	1.06591	1.06596	1.06591	1.06593	35	0	6
2024.04.22	21:41:00	1.06592	1.06596	1.06585	1.06594	63	0	6
2024.04.22	21:42:00	1.06594	1.06596	1.06588	1.06593	33	0	6
2024.04.22	21:43:00	1.06592	1.06593	1.06586	1.06593	33	0	6
2024.04.22	21:44:00	1.06593	1.06598	1.06593	1.06594	40	0	6
2024.04.22	21:45:00	1.06594	1.06597	1.06588	1.06588	34	0	6
2024.04.22	21:46:00	1.06586	1.06587	1.06581	1.06587	39	0	6
2024.04.22	21:47:00	1.06586	1.06588	1.06586	1.06587	18	0	6
2024.04.22	21:48:00	1.06586	1.06593	1.06585	1.06588	26	0	6
2024.04.22	21:49:00	1.06588	1.06593	1.06587	1.06587	30	0	6
2024.04.22	21:50:00	1.06586	1.06588	1.06586	1.06587	4	0	6
2024.04.22	21:51:00	1.06587	1.06592	1.06587	1.06591	18	0	6
2024.04.22	21:52:00	1.06591	1.06592	1.06581	1.06583	20	0	6
2024.04.22	21:53:00	1.06584	1.06588	1.06583	1.06587	24	0	6
2024.04.22	21:54:00	1.06587	1.06592	1.06586	1.06592	13	0	6
2024.04.22	21:55:00	1.06592	1.06593	1.06581	1.06582	39	0	6
2024.04.22	21:56:00	1.06582	1.06599	1.06582	1.06598	38	0	6
2024.04.22	21:57:00	1.06598	1.06598	1.06593	1.06593	19	0	6
2024.04.22	21:58:00	1.06593	1.06598	1.06592	1.06596	35	0	6
2024.04.22	21:59:00	1.06596	1.06596	1.06584	1.06586	71	0	6
2024.04.22	22:00:00	1.06587	1.06587	1.06578	1.06581	45	0	6
2024.04.22	22:01:00	1.06581	1.06581	1.06571	1.06575	72	0	6
2024.04.22	22:02:00	1.06575	1.06576	1.06556	1.06559	60	0	6
2024.04.22	22:03:00	1.06558	1.06561	1.06551	1.06552	48	0	6
2024.04.22	22:04:00	1.06552	1.06561	1.06552	1.06560	52	0	6
2024.04.22	22:05:00	1.06560	1.06561	1.06545	1.06550	64	0	6
2024.04.22	22:06:00	1.06550	1.06555	1.06547	1.06553	32	0	6
2024.04.22	22:07:00	1.06553	1.06556	1.06549	1.06554	35	0	6
2024.04.22	22:08:00	1.06555	1.06559	1.06548	1.06550	30	0	6
2024.04.22	22:09:00	1.06549	1.06555	1.06547	1.06555	27	0	6
2024.04.22	22:10:00	1.06554	1.06555	1.06548	1.06548	21	0	6
2024.04.22	22:11:00	1.06548	1.06549	1.06538	1.06538	29	0	6
2024.04.22	22:12:00	1.06538	1.06540	1.06534	1.06536	22	0	6
2024.04.22	22:13:00	1.06536	1.06544	1.06535	1.06542	47	0	6
2024.04.22	22:14:00	1.06542	1.06546	1.06542	1.06544	25	0	6
2024.04.22	22:15:00	1.06544	1.06546	1.06539	1.06546	28	0	6
2024.04.22	22:16:00	1.06545	1.06546	1.06544	1.06545	17	0	6
2024.04.22	22:17:00	1.06545	1.06545	1.06538	1.06540	40	0	6
2024.04.22	22:18:00	1.06539	1.06540	1.06533	1.06535	32	0	6
2024.04.22	22:19:00	1.06536	1.06536	1.06534	1.06534	19	0	6
2024.04.22	22:20:00	1.06534	1.06534	1.06524	1.06526	75	0	6
2024.04.22	22:21:00	1.06526	1.06535	1.06522	1.06532	56	0	6
2024.04.22	22:22:00	1.06533	1.06536	1.06524	1.06525	35	0	6
2024.04.22	22:23:00	1.06525	1.06527	1.06523	1.06525	45	0	6
2024.04.22	22:24:00	1.06525	1.06526	1.06518	1.06518	39	0	6
2024.04.22	22:25:00	1.06519	1.06520	1.06512	1.06518	59	0	6
2024.04.22	22:26:00	1.06517	1.06527	1.06517	1.06527	40	0	6
2024.04.22	22:27:00	1.06527	1.06532	1.06526	1.06531	39	0	6
2024.04.22	22:28:00	1.06530	1.06531	1.06527	1.06529	49	0	6
2024.04.22	22:29:00	1.06528	1.06530	1.06524	1.06525	122	0	6
2024.04.22	22:30:00	1.06525	1.06529	1.06522	1.06528	36	0	6
2024.04.22	22:31:00	1.06527	1.06531	1.06523	1.06524	56	0	6
2024.04.22	22:32:00	1.06523	1.06524	1.06520	1.06522	43	0	6
2024.04.22	22:33:00	1.06522	1.06522	1.06515	1.06515	50	0	6
2024.04.22	22:34:00	1.06516	1.06517	1.06510	1.06510	33	0	6
2024.04.22	22:35:00	1.06510	1.06517	1.06507	1.06516	59	0	6
2024.04.22	22:36:00	1.06516	1.06521	1.06515	1.06516	32	0	6
2024.04.22	22:37:00	1.06516	1.06520	1.06515	1.06516	34	0	6
2024.04.22	22:38:00	1.06517	1.06521	1.06515	1.06516	40	0	6
2024.04.22	22:39:00	1.06515	1.06518	1.06512	1.06515	40	0	6
2024.04.22	22:40:00	1.06515	1.06518	1.06513	1.06514	58	0	6
2024.04.22	22:41:00	1.06514	1.06525	1.06511	1.06523	59	0	6
2024.04.22	22:42:00	1.06523	1.06524	1.06515	1.06516	63	0	6
2024.04.22	22:43:00	1.06517	1.06518	1.06516	1.06516	34	0	6
2024.04.22	22:44:00	1.06516	1.06524	1.06516	1.06521	68	0	6
2024.04.22	22:45:00	1.06521	1.06521	1.06515	1.06520	58	0	6
2024.04.22	22:46:00	1.06521	1.06523	1.06519	1.06523	35	0	6
2024.04.22	22:47:00	1.06522	1.06528	1.06522	1.06524	69	0	6
2024.04.22	22:48:00	1.06524	1.06531	1.06523	1.06531	27	0	6
2024.04.22	22:49:00	1.06531	1.06533	1.06528	1.06530	38	0	6
2024.04.22	22:50:00	1.06529	1.06529	1.06521	1.06522	48	0	6
2024.04.22	22:51:00	1.06521	1.06527	1.06521	1.06524	43	0	6
2024.04.22	22:52:00	1.06524	1.06526	1.06517	1.06521	48	0	6
2024.04.22	22:53:00	1.06521	1.06523	1.06517	1.06517	61	0	6
2024.04.22	22:54:00	1.06517	1.06524	1.06516	1.06522	30	0	6
2024.04.22	22:55:00	1.06522	1.06530	1.06518	1.06529	63	0	6
2024.04.22	22:56:00	1.06529	1.06535	1.06528	1.06533	27	0	6
2024.04.22	22:57:00	1.06532	1.06533	1.06519	1.06519	28	0	6
2024.04.22	22:58:00	1.06519	1.06520	1.06513	1.06518	39	0	6
2024.04.22	22:59:00	1.06518	1.06521	1.06515	1.06521	88	0	6
2024.04.22	23:00:00	1.06519	1.06519	1.06516	1.06517	34	0	6
2024.04.22	23:01:00	1.06517	1.06517	1.06509	1.06510	22	0	6
2024.04.22	23:02:00	1.06510	1.06512	1.06505	1.06512	34	0	6
2024.04.22	23:03:00	1.06512	1.06517	1.06511	1.06516	52	0	6
2024.04.22	23:04:00	1.06516	1.06516	1.06514	1.06516	16	0	6
2024.04.22	23:05:00	1.06516	1.06517	1.06513	1.06513	16	0	6
2024.04.22	23:06:00	1.06513	1.06517	1.06512	1.06516	19	0	6
2024.04.22	23:07:00	1.06516	1.06518	1.06516	1.06517	38	0	6
2024.04.22	23:08:00	1.06518	1.06519	1.06518	1.06518	11	0	6
2024.04.22	23:09:00	1.06518	1.06519	1.06516	1.06516	34	0	6
2024.04.22	23:10:00	1.06516	1.06516	1.06512	1.06514	32	0	6
2024.04.22	23:11:00	1.06514	1.06517	1.06514	1.06517	17	0	6
2024.04.22	23:12:00	1.06517	1.06517	1.06507	1.06508	38	0	6
2024.04.22	23:13:00	1.06507	1.06512	1.06507	1.06510	23	0	6
2024.04.22	23:14:00	1.06510	1.06511	1.06510	1.06511	7	0	6
2024.04.22	23:15:00	1.06512	1.06524	1.06512	1.06523	30	0	6
2024.04.22	23:16:00	1.06524	1.06524	1.06521	1.06522	13	0	6
2024.04.22	23:17:00	1.06522	1.06524	1.06520	1.06524	14	0	6
2024.04.22	23:18:00	1.06524	1.06531	1.06524	1.06530	10	0	6
2024.04.22	23:19:00	1.06530	1.06530	1.06528	1.06530	12	0	6
2024.04.22	23:20:00	1.06530	1.06532	1.06530	1.06532	15	0	6
2024.04.22	23:21:00	1.06532	1.06533	1.06531	1.06531	8	0	6
2024.04.22	23:22:00	1.06531	1.06533	1.06528	1.06532	23	0	6
2024.04.22	23:23:00	1.06533	1.06533	1.06530	1.06531	9	0	6
2024.04.22	23:24:00	1.06531	1.06534	1.06531	1.06534	9	0	6
2024.04.22	23:25:00	1.06534	1.06534	1.06533	1.06534	9	0	6
2024.04.22	23:26:00	1.06534	1.06535	1.06534	1.06534	3	0	6
2024.04.22	23:27:00	1.06534	1.06534	1.06532	1.06532	9	0	6
